timestamp,task_name,name,index,cpu_power,utilization.gpu [%],tensor_active,dram_power,cpu_usage,clocks.current.memory [MHz],sm_active,dram_usage,dram_active,power.draw [W],clocks.current.graphics [MHz],usage.memory [%],temperature.memory,utilization.memory [%],clocks.current.sm [MHz],temperature.gpu,pcie.link.width.current,nvlink_tx_bytes,pcie_tx_bytes,nvlink_rx_bytes,pcie.link.gen.current,pcie_rx_bytes,sm_occupancy
2025-05-07 14:39:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.50 W,100.00 %,0.00 %,9.08 W,1.9 %,1512 MHz,100.00 %,5.6 %,33.80 %,298.28 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.75 W,100.00 %,0.00 %,9.19 W,4.9 %,1512 MHz,100.00 %,5.6 %,33.70 %,296.92 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.84 W,100.00 %,0.00 %,8.97 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.70 %,298.61 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.76 W,100.00 %,0.00 %,9.05 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.50 %,301.31 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.75 W,100.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,90.90 %,5.6 %,29.10 %,295.66 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.11 GB/s,45.70 %
2025-05-07 14:39:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,138.51 W,99.00 %,0.00 %,9.10 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.40 %,299.85 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.29 W,99.00 %,25.00 %,8.85 W,3.1 %,1512 MHz,63.50 %,5.6 %,62.90 %,302.41 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.70 %
2025-05-07 14:39:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,138.71 W,100.00 %,33.00 %,8.99 W,4.0 %,1512 MHz,90.70 %,5.6 %,84.40 %,304.12 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,10.00 %
2025-05-07 14:39:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.14 W,100.00 %,0.00 %,9.03 W,5.3 %,1512 MHz,100.00 %,5.6 %,35.30 %,295.96 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.59 W,100.00 %,0.00 %,8.94 W,3.7 %,1512 MHz,100.00 %,5.6 %,34.80 %,301.98 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.24 W,100.00 %,0.00 %,9.15 W,4.0 %,1512 MHz,100.00 %,5.6 %,33.50 %,302.88 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.47 W,100.00 %,0.00 %,9.07 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.50 %,295.65 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.94 W,100.00 %,0.00 %,9.09 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.60 %,298.42 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.58 W,100.00 %,0.00 %,8.91 W,4.6 %,1512 MHz,100.00 %,5.6 %,33.50 %,300.82 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.59 W,100.00 %,0.00 %,9.16 W,4.4 %,1512 MHz,100.00 %,5.6 %,33.80 %,300.82 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.90 W,100.00 %,0.00 %,9.00 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.60 %,304.13 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.47 W,100.00 %,0.00 %,9.08 W,3.7 %,1512 MHz,75.20 %,5.6 %,23.30 %,296.95 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.19 GB/s,37.50 %
2025-05-07 14:39:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.31 W,100.00 %,0.00 %,8.95 W,3.7 %,1512 MHz,87.90 %,5.6 %,28.00 %,283.95 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.14 GB/s,44.10 %
2025-05-07 14:39:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.98 W,99.00 %,14.40 %,8.89 W,3.4 %,1512 MHz,31.50 %,5.6 %,35.60 %,304.42 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,61.00 °C,16,0.00 GB/s,0.13 GB/s,0.00 GB/s,4,0.24 GB/s,2.80 %
2025-05-07 14:39:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,134.60 W,99.00 %,0.00 %,9.10 W,4.7 %,1512 MHz,100.00 %,5.6 %,33.80 %,298.75 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.22 W,100.00 %,0.00 %,8.87 W,1.6 %,1512 MHz,100.00 %,5.6 %,33.90 %,301.98 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.62 W,100.00 %,0.00 %,9.03 W,4.4 %,1512 MHz,100.00 %,5.6 %,34.10 %,301.98 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.74 W,100.00 %,0.00 %,8.89 W,4.3 %,1512 MHz,100.00 %,5.6 %,33.60 %,299.97 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.52 W,100.00 %,32.70 %,8.91 W,3.1 %,1512 MHz,90.60 %,5.6 %,84.00 %,305.00 W,1410 MHz,90.02 %,65.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,10.00 %
2025-05-07 14:39:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.87 W,100.00 %,34.70 %,9.05 W,2.8 %,1512 MHz,83.90 %,5.6 %,84.30 %,294.61 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.06 GB/s,9.10 %
2025-05-07 14:39:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.52 W,100.00 %,31.80 %,9.02 W,3.1 %,1512 MHz,74.30 %,5.6 %,77.60 %,303.05 W,1410 MHz,90.02 %,65.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.07 GB/s,7.80 %
2025-05-07 14:39:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.33 W,100.00 %,0.00 %,8.99 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.70 %,304.05 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.90 W,100.00 %,0.00 %,8.91 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,304.90 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.01 W,100.00 %,0.00 %,9.06 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.80 %,299.29 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.90 W,100.00 %,0.00 %,9.07 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,296.24 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.75 W,100.00 %,25.50 %,9.02 W,3.7 %,1512 MHz,64.10 %,5.6 %,64.20 %,303.94 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.12 GB/s,5.80 %
2025-05-07 14:39:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.83 W,100.00 %,0.00 %,9.10 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.90 %,296.57 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.53 W,99.00 %,0.00 %,9.08 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.50 %,304.31 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.27 W,99.00 %,23.60 %,9.06 W,4.7 %,1512 MHz,56.20 %,5.6 %,57.20 %,299.46 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.13 GB/s,5.30 %
2025-05-07 14:39:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,139.73 W,100.00 %,0.00 %,9.15 W,4.3 %,1512 MHz,100.00 %,5.6 %,34.10 %,300.82 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.48 W,100.00 %,0.00 %,9.03 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.20 %,302.96 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.79 W,100.00 %,0.00 %,9.00 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.20 %,297.42 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.18 W,100.00 %,0.00 %,8.98 W,3.4 %,1512 MHz,100.00 %,5.6 %,34.80 %,300.35 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.74 W,100.00 %,35.00 %,9.06 W,3.4 %,1512 MHz,83.50 %,5.6 %,84.30 %,300.75 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.08 GB/s,0.00 GB/s,4,0.06 GB/s,9.10 %
2025-05-07 14:39:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.43 W,100.00 %,0.00 %,9.16 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.30 %,304.22 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,49.90 %
2025-05-07 14:39:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.69 W,99.00 %,0.00 %,9.02 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,292.58 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.56 W,99.00 %,0.00 %,9.06 W,4.0 %,1512 MHz,100.00 %,5.6 %,33.60 %,299.75 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.71 W,99.00 %,0.00 %,9.01 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.40 %,303.17 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.46 W,100.00 %,0.00 %,9.30 W,5.0 %,1512 MHz,100.00 %,5.6 %,33.70 %,302.28 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.86 W,100.00 %,0.00 %,9.14 W,4.3 %,1512 MHz,100.00 %,5.6 %,34.50 %,299.08 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,154.18 W,100.00 %,24.40 %,9.05 W,5.3 %,1512 MHz,50.50 %,5.6 %,60.00 %,293.43 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,62.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.14 GB/s,3.80 %
2025-05-07 14:39:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,156.56 W,100.00 %,0.00 %,8.94 W,5.6 %,1512 MHz,100.00 %,5.6 %,34.80 %,293.43 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.20 W,100.00 %,0.00 %,9.12 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.40 %,301.71 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.60 W,100.00 %,0.00 %,9.13 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.30 %,297.88 W,1395 MHz,90.02 %,67.00 °C,54.00 %,1395 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.56 W,100.00 %,27.60 %,9.06 W,2.8 %,1512 MHz,87.70 %,5.6 %,72.90 %,298.32 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,9.60 %
2025-05-07 14:39:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.27 W,100.00 %,28.60 %,8.98 W,3.1 %,1512 MHz,67.00 %,5.6 %,68.90 %,294.98 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.11 GB/s,7.00 %
2025-05-07 14:39:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,131.33 W,100.00 %,0.00 %,9.05 W,3.1 %,1512 MHz,100.00 %,5.6 %,35.10 %,302.95 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.87 W,100.00 %,0.00 %,9.11 W,2.8 %,1512 MHz,100.00 %,5.6 %,33.80 %,304.42 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,62.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,131.23 W,99.00 %,0.00 %,8.98 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.70 %,295.94 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.76 W,99.00 %,28.60 %,8.99 W,3.1 %,1512 MHz,86.70 %,5.6 %,74.90 %,302.58 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.07 GB/s,0.00 GB/s,4,0.06 GB/s,9.50 %
2025-05-07 14:39:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.18 W,100.00 %,0.00 %,8.89 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.30 %,304.61 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,134.49 W,100.00 %,0.00 %,8.97 W,3.1 %,1512 MHz,100.00 %,5.6 %,34.20 %,297.73 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.45 W,100.00 %,0.00 %,9.05 W,4.4 %,1512 MHz,100.00 %,5.6 %,33.80 %,291.57 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.85 W,100.00 %,0.00 %,9.13 W,4.0 %,1512 MHz,100.00 %,5.6 %,28.90 %,302.67 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,42.40 %
2025-05-07 14:39:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.00 W,100.00 %,0.00 %,9.07 W,3.7 %,1512 MHz,100.00 %,5.6 %,33.50 %,292.84 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.10 W,100.00 %,0.00 %,9.06 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.90 %,296.66 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.53 W,100.00 %,0.00 %,9.04 W,2.2 %,1512 MHz,100.00 %,5.6 %,33.50 %,305.49 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.62 W,100.00 %,0.00 %,9.03 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.50 %,302.08 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.14 W,100.00 %,0.00 %,8.94 W,2.8 %,1512 MHz,100.00 %,5.6 %,33.40 %,300.63 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.63 W,100.00 %,0.00 %,9.08 W,3.1 %,1512 MHz,100.00 %,5.6 %,29.30 %,299.83 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,42.80 %
2025-05-07 14:39:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.02 W,99.00 %,0.00 %,8.95 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.40 %,304.43 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.92 W,99.00 %,0.00 %,9.06 W,3.4 %,1512 MHz,100.00 %,5.6 %,33.20 %,299.17 W,1410 MHz,90.02 %,67.00 °C,54.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.52 W,100.00 %,0.00 %,9.03 W,3.1 %,1512 MHz,100.00 %,5.6 %,33.20 %,300.35 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.10 GB/s,0.00 GB/s,4,0.06 GB/s,50.00 %
2025-05-07 14:39:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,138.88 W,100.00 %,0.00 %,9.10 W,4.7 %,1512 MHz,100.00 %,5.6 %,33.30 %,298.31 W,1410 MHz,90.02 %,67.00 °C,53.00 %,1410 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
2025-05-07 14:39:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.61 W,100.00 %,0.00 %,9.13 W,4.7 %,1512 MHz,100.00 %,5.6 %,34.60 %,285.31 W,1395 MHz,90.02 %,67.00 °C,53.00 %,1395 MHz,63.00 °C,16,0.00 GB/s,0.09 GB/s,0.00 GB/s,4,0.05 GB/s,50.00 %
