timestamp,task_name,name,index,pcie.link.width.current,temperature.memory,tensor_active,pcie_tx_bytes,usage.memory [%],temperature.gpu,cpu_power,dram_power,pcie.link.gen.current,cpu_usage,clocks.current.graphics [MHz],utilization.gpu [%],power.draw [W],sm_occupancy,nvlink_tx_bytes,dram_usage,clocks.current.memory [MHz],sm_active,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.sm [MHz],utilization.memory [%],dram_active
2025-05-07 14:34:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,60.00 °C,151.02 W,9.19 W,4,5.3 %,1410 MHz,99.00 %,299.74 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.60 %
2025-05-07 14:34:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,152.10 W,8.89 W,4,3.7 %,1410 MHz,100.00 %,299.74 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.80 %
2025-05-07 14:34:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,38.70 %,0.07 GB/s,90.02 %,61.00 °C,150.06 W,9.09 W,4,3.9 %,1410 MHz,100.00 %,301.62 W,11.00 %,0.00 GB/s,5.6 %,1512 MHz,99.30 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,95.10 %
2025-05-07 14:34:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,151.63 W,9.13 W,4,3.1 %,1410 MHz,100.00 %,298.20 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,34.30 %
2025-05-07 14:34:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,143.35 W,8.99 W,4,3.7 %,1410 MHz,100.00 %,297.32 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
2025-05-07 14:34:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,145.71 W,9.04 W,4,3.4 %,1410 MHz,100.00 %,299.06 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,35.00 %
2025-05-07 14:34:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,148.07 W,9.18 W,4,4.7 %,1410 MHz,100.00 %,303.36 W,23.50 %,0.00 GB/s,5.6 %,1512 MHz,79.70 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,16.70 %
2025-05-07 14:34:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,150.60 W,8.97 W,4,3.1 %,1410 MHz,99.00 %,303.36 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.00 %
2025-05-07 14:34:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,149.81 W,8.95 W,4,3.6 %,1410 MHz,99.00 %,298.10 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.70 %
2025-05-07 14:34:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,139.37 W,8.96 W,4,3.7 %,1410 MHz,100.00 %,299.09 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,34.60 %
2025-05-07 14:34:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,145.66 W,9.03 W,4,3.4 %,1410 MHz,100.00 %,302.76 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
2025-05-07 14:34:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,145.94 W,8.85 W,4,3.1 %,1410 MHz,100.00 %,293.92 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.00 %
2025-05-07 14:34:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,147.14 W,8.76 W,4,3.1 %,1410 MHz,100.00 %,295.76 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,147.55 W,9.23 W,4,5.3 %,1410 MHz,100.00 %,301.31 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.90 %
2025-05-07 14:34:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,150.86 W,9.37 W,4,5.6 %,1410 MHz,100.00 %,301.23 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,34.20 %
2025-05-07 14:34:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,154.24 W,8.95 W,4,3.7 %,1410 MHz,99.00 %,297.33 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,135.02 W,9.08 W,4,3.1 %,1410 MHz,99.00 %,288.25 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.90 %
2025-05-07 14:34:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,150.44 W,8.98 W,4,3.4 %,1410 MHz,100.00 %,302.01 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
2025-05-07 14:34:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,139.18 W,8.95 W,4,3.7 %,1410 MHz,100.00 %,302.27 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.50 %
2025-05-07 14:34:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,143.96 W,8.84 W,4,3.1 %,1410 MHz,99.00 %,297.71 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.60 %
2025-05-07 14:34:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,147.25 W,8.93 W,4,3.4 %,1410 MHz,99.00 %,302.69 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,136.40 W,9.13 W,4,3.1 %,1410 MHz,100.00 %,300.05 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
2025-05-07 14:34:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,152.25 W,9.27 W,4,5.3 %,1410 MHz,100.00 %,297.51 W,41.80 %,0.00 GB/s,5.6 %,1512 MHz,84.30 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,29.10 %
2025-05-07 14:34:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,61.00 °C,150.00 W,9.24 W,4,5.0 %,1410 MHz,100.00 %,300.37 W,47.50 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,32.00 %
2025-05-07 14:34:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,26.20 %,0.10 GB/s,90.02 %,61.00 °C,151.68 W,8.91 W,4,3.1 %,1410 MHz,100.00 %,301.99 W,5.80 %,0.00 GB/s,5.6 %,1512 MHz,64.90 %,0.12 GB/s,0.00 GB/s,1410 MHz,53.00 %,65.20 %
2025-05-07 14:34:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,149.94 W,9.04 W,4,4.7 %,1410 MHz,100.00 %,304.83 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.40 %
2025-05-07 14:34:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.09 GB/s,90.02 %,61.00 °C,150.52 W,8.98 W,4,4.0 %,1410 MHz,100.00 %,298.87 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,35.10 %
2025-05-07 14:34:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,151.26 W,8.96 W,4,3.4 %,1410 MHz,100.00 %,297.70 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,138.61 W,9.21 W,4,5.6 %,1410 MHz,100.00 %,300.92 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.90 %
2025-05-07 14:34:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,150.57 W,8.91 W,4,3.1 %,1395 MHz,100.00 %,297.02 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,54.00 %,34.00 %
2025-05-07 14:34:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,38.80 %,0.07 GB/s,90.02 %,62.00 °C,145.69 W,8.94 W,4,3.1 %,1410 MHz,100.00 %,293.51 W,11.10 %,0.00 GB/s,5.6 %,1512 MHz,99.70 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,95.70 %
2025-05-07 14:34:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,145.79 W,9.05 W,4,3.1 %,1410 MHz,100.00 %,303.76 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.50 %
2025-05-07 14:34:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,7.80 %,0.09 GB/s,90.02 %,62.00 °C,151.97 W,9.08 W,4,3.1 %,1410 MHz,99.00 %,304.42 W,15.20 %,0.00 GB/s,5.6 %,1512 MHz,81.10 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.60 %
2025-05-07 14:34:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,140.23 W,9.14 W,4,3.3 %,1410 MHz,99.00 %,298.41 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.40 %
2025-05-07 14:34:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,149.64 W,8.88 W,4,4.0 %,1410 MHz,100.00 %,298.00 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.90 %
2025-05-07 14:34:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,144.16 W,9.11 W,4,3.1 %,1410 MHz,100.00 %,303.83 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.40 %
2025-05-07 14:34:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,147.72 W,8.87 W,4,3.1 %,1410 MHz,100.00 %,303.83 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,34.00 %
2025-05-07 14:34:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,151.29 W,9.15 W,4,3.1 %,1410 MHz,100.00 %,304.46 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
2025-05-07 14:34:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,143.13 W,9.10 W,4,3.4 %,1395 MHz,100.00 %,300.11 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1395 MHz,54.00 %,35.10 %
2025-05-07 14:34:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,150.85 W,9.01 W,4,4.4 %,1410 MHz,100.00 %,297.73 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.60 %
2025-05-07 14:34:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,26.40 %,0.10 GB/s,90.02 %,62.00 °C,148.74 W,9.07 W,4,4.0 %,1410 MHz,100.00 %,297.21 W,5.90 %,0.00 GB/s,5.6 %,1512 MHz,66.00 %,0.13 GB/s,0.00 GB/s,1410 MHz,53.00 %,65.80 %
2025-05-07 14:34:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,149.87 W,8.87 W,4,3.1 %,1410 MHz,100.00 %,305.52 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,148.22 W,8.84 W,4,3.1 %,1410 MHz,100.00 %,298.59 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.70 %
2025-05-07 14:34:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,146.38 W,8.98 W,4,3.1 %,1395 MHz,100.00 %,298.49 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,54.00 %,33.40 %
2025-05-07 14:34:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,22.80 %,0.10 GB/s,90.02 %,62.00 °C,151.33 W,8.94 W,4,3.6 %,1410 MHz,99.00 %,302.31 W,5.00 %,0.00 GB/s,5.6 %,1512 MHz,53.80 %,0.13 GB/s,0.00 GB/s,1410 MHz,53.00 %,55.20 %
2025-05-07 14:34:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,149.87 W,8.77 W,4,3.1 %,1410 MHz,99.00 %,304.22 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.50 %
2025-05-07 14:34:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,148.59 W,8.89 W,4,3.7 %,1410 MHz,100.00 %,299.15 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.50 %
2025-05-07 14:34:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,30.70 %,0.09 GB/s,90.02 %,62.00 °C,151.18 W,9.13 W,4,3.1 %,1410 MHz,100.00 %,302.31 W,7.70 %,0.00 GB/s,5.6 %,1512 MHz,73.40 %,0.09 GB/s,0.00 GB/s,1410 MHz,53.00 %,74.50 %
2025-05-07 14:34:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,22.30 %,0.08 GB/s,90.02 %,62.00 °C,153.05 W,9.01 W,4,2.8 %,1410 MHz,100.00 %,305.70 W,10.40 %,0.00 GB/s,5.6 %,1512 MHz,86.40 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,62.10 %
2025-05-07 14:34:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,8.80 %,0.04 GB/s,90.02 %,62.00 °C,150.18 W,8.92 W,4,3.7 %,1410 MHz,100.00 %,302.47 W,35.90 %,0.00 GB/s,5.6 %,1512 MHz,90.90 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,44.50 %
2025-05-07 14:34:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,136.32 W,9.17 W,4,3.7 %,1410 MHz,100.00 %,297.80 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.50 %
2025-05-07 14:34:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.08 GB/s,90.02 %,62.00 °C,152.76 W,9.46 W,4,7.4 %,1410 MHz,100.00 %,302.41 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.40 %
2025-05-07 14:34:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,153.39 W,8.99 W,4,6.2 %,1410 MHz,100.00 %,301.59 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.30 %
2025-05-07 14:34:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,62.00 °C,146.41 W,9.09 W,4,4.0 %,1395 MHz,100.00 %,304.34 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,54.00 %,33.40 %
2025-05-07 14:34:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,142.33 W,9.17 W,4,3.7 %,1395 MHz,100.00 %,291.38 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,53.00 %,33.70 %
2025-05-07 14:34:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,143.97 W,8.92 W,4,3.4 %,1410 MHz,100.00 %,301.53 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.20 %
2025-05-07 14:34:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,149.29 W,8.89 W,4,3.7 %,1410 MHz,99.00 %,291.46 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.80 %
2025-05-07 14:34:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,146.32 W,8.91 W,4,4.0 %,1410 MHz,99.00 %,300.52 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,33.90 %
2025-05-07 14:34:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,151.81 W,9.06 W,4,3.4 %,1410 MHz,100.00 %,302.88 W,23.40 %,0.00 GB/s,5.6 %,1512 MHz,78.80 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,16.70 %
2025-05-07 14:34:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,146.74 W,8.94 W,4,3.4 %,1410 MHz,100.00 %,305.89 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.10 %
2025-05-07 14:34:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,150.61 W,8.94 W,4,3.7 %,1410 MHz,100.00 %,300.16 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.40 %
2025-05-07 14:34:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,150.50 W,9.03 W,4,4.4 %,1410 MHz,100.00 %,302.12 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.50 %
2025-05-07 14:34:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,142.91 W,8.90 W,4,4.0 %,1410 MHz,100.00 %,302.38 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.30 %
2025-05-07 14:34:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,63.00 °C,153.46 W,9.15 W,4,5.0 %,1395 MHz,100.00 %,290.56 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,53.00 %,33.60 %
2025-05-07 14:34:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,62.00 °C,138.79 W,9.13 W,4,4.0 %,1395 MHz,100.00 %,291.96 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1395 MHz,53.00 %,33.40 %
2025-05-07 14:34:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,63.00 °C,151.36 W,8.87 W,4,4.0 %,1410 MHz,100.00 %,303.35 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,54.00 %,34.00 %
2025-05-07 14:34:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,147.04 W,9.05 W,4,3.1 %,1410 MHz,100.00 %,303.35 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.90 %
2025-05-07 14:34:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.10 GB/s,90.02 %,63.00 °C,151.13 W,9.01 W,4,3.4 %,1410 MHz,100.00 %,304.25 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.06 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.10 %
2025-05-07 14:34:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,153.64 W,9.12 W,4,3.1 %,1410 MHz,100.00 %,299.94 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,53.00 %,34.30 %
2025-05-07 14:34:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,67.00 °C,0.00 %,0.09 GB/s,90.02 %,63.00 °C,147.41 W,8.89 W,4,3.4 %,1410 MHz,100.00 %,295.76 W,50.00 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,54.00 %,33.80 %
