timestamp,task_name,name,index,cpu_usage,usage.memory [%],sm_active,nvlink_rx_bytes,dram_power,temperature.gpu,nvlink_tx_bytes,utilization.memory [%],dram_usage,sm_occupancy,power.draw [W],cpu_power,temperature.memory,clocks.current.memory [MHz],tensor_active,clocks.current.sm [MHz],pcie_tx_bytes,dram_active,pcie_rx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,pcie.link.gen.current
2025-05-07 16:40:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.13 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,46.10 %,279.97 W,148.84 W,67.00 °C,1512 MHz,0.00 %,1380 MHz,0.09 GB/s,31.10 %,0.05 GB/s,100.00 %,1380 MHz,16,4
2025-05-07 16:40:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.16 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,279.97 W,149.76 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.50 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.06 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,299.37 W,148.15 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.40 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.27 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,291.49 W,130.91 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,34.10 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.24 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,297.22 W,139.12 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.40 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,75.90 %,0.00 GB/s,8.90 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,33.60 %,302.58 W,140.84 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,23.60 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,90.02 %,100.00 %,0.00 GB/s,9.22 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,307.32 W,153.02 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.90 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.08 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,297.71 W,149.76 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,34.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.09 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,297.39 W,152.73 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,33.70 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.4 %,90.02 %,75.10 %,0.00 GB/s,8.95 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,20.80 %,296.06 W,149.31 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,14.60 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,86.80 %,0.00 GB/s,9.12 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,26.50 %,295.00 W,148.30 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,18.90 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.8 %,90.02 %,100.00 %,0.00 GB/s,9.29 W,63.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.03 W,149.76 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,8.98 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,299.95 W,150.69 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.17 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,294.51 W,141.20 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.40 %,0.06 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,8.95 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.25 W,149.74 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.50 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.16 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,306.29 W,135.90 W,67.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,34.70 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.09 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,307.74 W,147.51 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,34.60 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.06 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,297.89 W,133.78 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,34.70 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.01 W,64.00 °C,0.00 GB/s,54.00 %,5.6 %,50.00 %,292.27 W,134.95 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,9.24 W,64.00 °C,0.00 GB/s,54.00 %,5.6 %,50.00 %,297.14 W,138.49 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.50 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,9.16 W,64.00 °C,0.00 GB/s,54.00 %,5.6 %,50.00 %,298.90 W,135.46 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,33.60 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.2 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,49.80 %,295.47 W,147.85 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.10 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,90.02 %,100.00 %,0.00 GB/s,9.15 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,294.02 W,149.72 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.80 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,93.90 %,0.00 GB/s,9.27 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,29.20 %,293.04 W,147.09 W,69.00 °C,1512 MHz,11.90 %,1395 MHz,0.05 GB/s,48.90 %,0.04 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,100.00 %,0.00 GB/s,8.96 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,11.10 %,293.52 W,157.12 W,69.00 °C,1512 MHz,38.90 %,1395 MHz,0.07 GB/s,95.00 %,0.06 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,8.93 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,307.43 W,142.27 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.80 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,8.93 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,307.43 W,139.89 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.40 %,0.06 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.11 W,64.00 °C,0.00 GB/s,54.00 %,5.6 %,50.00 %,306.95 W,141.91 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.60 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,100.00 %,0.00 GB/s,9.14 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,11.10 %,299.64 W,148.57 W,69.00 °C,1512 MHz,39.50 %,1395 MHz,0.07 GB/s,96.00 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.11 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,289.33 W,144.14 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,90.02 %,100.00 %,0.00 GB/s,9.00 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,297.31 W,137.40 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.50 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,8.89 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,304.89 W,151.03 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.60 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,100.00 %,0.00 GB/s,9.32 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,303.36 W,144.79 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,100.00 %,0.00 GB/s,9.05 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.66 W,149.85 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,93.70 %,0.00 GB/s,9.00 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,47.10 %,296.66 W,150.71 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,32.70 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.13 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,299.27 W,149.87 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,34.00 %,0.05 GB/s,98.00 %,1410 MHz,16,4
2025-05-07 16:41:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.5 %,90.02 %,100.00 %,0.00 GB/s,9.06 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,302.69 W,150.85 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,34.20 %,0.05 GB/s,98.00 %,1410 MHz,16,4
2025-05-07 16:41:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,8.98 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,301.10 W,136.28 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,34.50 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,11.10 %,303.66 W,148.17 W,69.00 °C,1512 MHz,39.10 %,1395 MHz,0.07 GB/s,95.60 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.16 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,301.80 W,144.17 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.09 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.93 W,149.68 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.20 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,84.00 %,0.00 GB/s,9.15 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,9.00 %,296.77 W,144.71 W,69.00 °C,1512 MHz,34.80 %,1395 MHz,0.08 GB/s,84.30 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.21 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.77 W,139.44 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.90 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.07 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,303.35 W,150.01 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.10 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,100.00 %,0.00 GB/s,9.05 W,64.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,300.64 W,149.59 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.20 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,8.92 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,293.33 W,145.55 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.80 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,100.00 %,0.00 GB/s,9.21 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,304.05 W,147.23 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.40 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,100.00 %,0.00 GB/s,9.18 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,307.14 W,132.41 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.50 %,0.05 GB/s,99.00 %,1410 MHz,16,4
2025-05-07 16:41:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,100.00 %,0.00 GB/s,9.20 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,302.60 W,150.12 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.6 %,90.02 %,71.30 %,0.00 GB/s,9.25 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,7.50 %,298.39 W,150.72 W,69.00 °C,1512 MHz,30.50 %,1395 MHz,0.09 GB/s,73.60 %,0.09 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,54.30 %,0.00 GB/s,9.04 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,4.30 %,303.08 W,152.20 W,69.00 °C,1512 MHz,24.90 %,1395 MHz,0.10 GB/s,61.50 %,0.13 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.6 %,90.02 %,100.00 %,0.00 GB/s,9.34 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,301.70 W,149.43 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.08 GB/s,34.10 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.08 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,296.65 W,151.25 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.20 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,100.00 %,0.00 GB/s,9.18 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,292.62 W,151.86 W,69.00 °C,1512 MHz,0.00 %,1380 MHz,0.09 GB/s,33.50 %,0.06 GB/s,100.00 %,1380 MHz,16,4
2025-05-07 16:41:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,100.00 %,0.00 GB/s,9.02 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,49.50 %,290.72 W,144.46 W,69.00 °C,1512 MHz,0.00 %,1380 MHz,0.09 GB/s,32.90 %,0.05 GB/s,100.00 %,1380 MHz,16,4
2025-05-07 16:41:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,9.16 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,298.75 W,151.78 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.80 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,100.00 %,0.00 GB/s,9.22 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,305.12 W,146.51 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,33.40 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,55.60 %,0.00 GB/s,9.25 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,5.30 %,310.36 W,134.28 W,69.00 °C,1512 MHz,23.60 %,1410 MHz,0.10 GB/s,56.70 %,0.13 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,100.00 %,0.00 GB/s,9.22 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,301.80 W,132.41 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.60 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,299.38 W,141.58 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.50 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,100.00 %,0.00 GB/s,9.34 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,299.38 W,147.25 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.10 GB/s,33.20 %,0.06 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,85.10 %,0.00 GB/s,9.12 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,11.90 %,298.11 W,132.56 W,69.00 °C,1512 MHz,18.50 %,1395 MHz,0.08 GB/s,54.30 %,0.05 GB/s,99.00 %,1395 MHz,16,4
2025-05-07 16:41:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,87.00 %,0.00 GB/s,9.11 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,10.20 %,300.64 W,151.23 W,69.00 °C,1512 MHz,24.10 %,1395 MHz,0.07 GB/s,64.80 %,0.06 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,100.00 %,0.00 GB/s,9.06 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,294.51 W,148.20 W,69.00 °C,1512 MHz,0.00 %,1380 MHz,0.09 GB/s,33.40 %,0.06 GB/s,100.00 %,1380 MHz,16,4
2025-05-07 16:41:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,291.39 W,127.78 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.80 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.25 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,293.13 W,141.34 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.10 GB/s,34.10 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,90.02 %,100.00 %,0.00 GB/s,9.35 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,308.91 W,141.81 W,69.00 °C,1512 MHz,0.00 %,1410 MHz,0.09 GB/s,33.90 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:41:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,100.00 %,0.00 GB/s,9.19 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,309.28 W,148.52 W,69.00 °C,1512 MHz,0.00 %,1380 MHz,0.10 GB/s,33.70 %,0.06 GB/s,100.00 %,1380 MHz,16,4
2025-05-07 16:41:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,54.60 %,0.00 GB/s,9.01 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,5.20 %,309.28 W,152.80 W,69.00 °C,1512 MHz,22.80 %,1395 MHz,0.10 GB/s,54.90 %,0.12 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:41:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,100.00 %,0.00 GB/s,9.13 W,65.00 °C,0.00 GB/s,53.00 %,5.6 %,50.00 %,300.83 W,151.25 W,69.00 °C,1512 MHz,0.00 %,1395 MHz,0.09 GB/s,33.30 %,0.05 GB/s,100.00 %,1395 MHz,16,4
