timestamp,task_name,name,index,dram_power,sm_active,pcie_tx_bytes,pcie_rx_bytes,temperature.memory,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],usage.memory [%],dram_active,pcie.link.gen.current,cpu_usage,temperature.gpu,cpu_power,dram_usage,clocks.current.memory [MHz],nvlink_rx_bytes,pcie.link.width.current,power.draw [W],tensor_active,sm_occupancy,utilization.memory [%]
2025-05-07 16:34:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,100.00 %,0.09 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,35.00 %,4,3.4 %,63.00 °C,145.70 W,5.6 %,1512 MHz,0.00 GB/s,16,303.35 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,100.00 %,0.10 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,4.3 %,63.00 °C,152.15 W,5.6 %,1512 MHz,0.00 GB/s,16,297.31 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.30 %,4,3.4 %,63.00 °C,146.30 W,5.6 %,1512 MHz,0.00 GB/s,16,302.57 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,100.00 %,0.10 GB/s,0.06 GB/s,67.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.70 %,4,3.4 %,63.00 °C,149.21 W,5.6 %,1512 MHz,0.00 GB/s,16,295.48 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.86 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,3.4 %,63.00 °C,145.29 W,5.6 %,1512 MHz,0.00 GB/s,16,302.20 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,99.90 %,0.10 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,26.90 %,4,8.7 %,63.00 °C,151.28 W,5.6 %,1512 MHz,0.00 GB/s,16,301.89 W,0.00 %,38.90 %,53.00 %
2025-05-07 16:34:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,34.10 %,4,3.1 %,63.00 °C,142.14 W,5.6 %,1512 MHz,0.00 GB/s,16,301.89 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.91 W,100.00 %,0.07 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,95.40 %,4,3.7 %,63.00 °C,148.28 W,5.6 %,1512 MHz,0.00 GB/s,16,301.01 W,38.90 %,11.10 %,53.00 %
2025-05-07 16:34:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,100.00 %,0.10 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,34.10 %,4,3.4 %,63.00 °C,128.44 W,5.6 %,1512 MHz,0.00 GB/s,16,299.65 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,39.90 %,0.12 GB/s,0.18 GB/s,67.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,50.90 %,4,3.1 %,63.00 °C,133.81 W,5.6 %,1512 MHz,0.00 GB/s,16,300.83 W,20.60 %,2.90 %,53.00 %
2025-05-07 16:34:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.50 %,4,6.2 %,63.00 °C,141.46 W,5.6 %,1512 MHz,0.00 GB/s,16,302.30 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.09 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,3.4 %,63.00 °C,146.07 W,5.6 %,1512 MHz,0.00 GB/s,16,280.83 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,100.00 %,0.09 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,34.00 %,4,4.3 %,63.00 °C,147.03 W,5.6 %,1512 MHz,0.00 GB/s,16,299.29 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,34.30 %,0.14 GB/s,0.29 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,31.60 %,4,3.7 %,63.00 °C,149.18 W,5.6 %,1512 MHz,0.00 GB/s,16,301.41 W,12.20 %,6.40 %,53.00 %
2025-05-07 16:34:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.50 %,4,3.1 %,63.00 °C,146.32 W,5.6 %,1512 MHz,0.00 GB/s,16,297.80 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.88 W,100.00 %,0.10 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,34.60 %,4,3.1 %,63.00 °C,145.14 W,5.6 %,1512 MHz,0.00 GB/s,16,293.43 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.09 GB/s,0.06 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,32.20 %,4,3.1 %,64.00 °C,140.39 W,5.6 %,1512 MHz,0.00 GB/s,16,302.39 W,0.00 %,47.80 %,53.00 %
2025-05-07 16:34:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.91 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.30 %,4,3.4 %,64.00 °C,148.41 W,5.6 %,1512 MHz,0.00 GB/s,16,302.96 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.30 %,4,3.1 %,64.00 °C,140.61 W,5.6 %,1512 MHz,0.00 GB/s,16,299.85 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,36.20 %,0.12 GB/s,0.22 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,44.40 %,4,4.3 %,64.00 °C,148.47 W,5.6 %,1512 MHz,0.00 GB/s,16,294.39 W,18.10 %,2.70 %,54.00 %
2025-05-07 16:34:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,3.4 %,64.00 °C,143.44 W,5.6 %,1512 MHz,0.00 GB/s,16,302.03 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,100.00 %,0.09 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.50 %,4,3.3 %,64.00 °C,139.11 W,5.6 %,1512 MHz,0.00 GB/s,16,306.94 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,34.70 %,4,3.4 %,64.00 °C,149.12 W,5.6 %,1512 MHz,0.00 GB/s,16,294.21 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.40 %,4,5.8 %,64.00 °C,149.12 W,5.6 %,1512 MHz,0.00 GB/s,16,300.73 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,4.6 %,64.00 °C,152.00 W,5.6 %,1512 MHz,0.00 GB/s,16,296.76 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.09 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,34.10 %,4,3.4 %,64.00 °C,144.51 W,5.6 %,1512 MHz,0.00 GB/s,16,301.61 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,5.6 %,64.00 °C,145.58 W,5.6 %,1512 MHz,0.00 GB/s,16,298.00 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,34.60 %,4,3.6 %,64.00 °C,151.94 W,5.6 %,1512 MHz,0.00 GB/s,16,305.22 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.70 %,4,4.0 %,64.00 °C,151.51 W,5.6 %,1512 MHz,0.00 GB/s,16,301.34 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.95 W,34.50 %,0.14 GB/s,0.28 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,31.50 %,4,3.1 %,64.00 °C,154.33 W,5.6 %,1512 MHz,0.00 GB/s,16,299.15 W,12.00 %,6.60 %,54.00 %
2025-05-07 16:34:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,100.00 %,0.07 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,95.80 %,4,4.9 %,64.00 °C,151.65 W,5.6 %,1512 MHz,0.00 GB/s,16,305.71 W,39.30 %,11.10 %,53.00 %
2025-05-07 16:34:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,86.90 %,0.08 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,99.00 %,1395 MHz,90.02 %,68.50 %,4,3.4 %,64.00 °C,150.27 W,5.6 %,1512 MHz,0.00 GB/s,16,290.80 W,25.60 %,9.90 %,53.00 %
2025-05-07 16:34:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,33.30 %,4,3.0 %,64.00 °C,151.04 W,5.6 %,1512 MHz,0.00 GB/s,16,297.73 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.84 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,35.00 %,4,3.1 %,64.00 °C,146.26 W,5.6 %,1512 MHz,0.00 GB/s,16,293.41 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,3.7 %,64.00 °C,151.12 W,5.6 %,1512 MHz,0.00 GB/s,16,299.18 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,98.00 %,1410 MHz,90.02 %,33.80 %,4,3.0 %,64.00 °C,138.86 W,5.6 %,1512 MHz,0.00 GB/s,16,304.52 W,0.00 %,50.00 %,52.00 %
2025-05-07 16:34:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,98.00 %,1410 MHz,90.02 %,33.30 %,4,4.0 %,64.00 °C,150.16 W,5.6 %,1512 MHz,0.00 GB/s,16,298.98 W,0.00 %,50.00 %,52.00 %
2025-05-07 16:34:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.40 %,4,4.0 %,64.00 °C,147.32 W,5.6 %,1512 MHz,0.00 GB/s,16,297.04 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,4.6 %,64.00 °C,152.28 W,5.6 %,1512 MHz,0.00 GB/s,16,297.04 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.90 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,3.1 %,64.00 °C,151.25 W,5.6 %,1512 MHz,0.00 GB/s,16,304.52 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.93 W,85.60 %,0.07 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,75.20 %,4,3.4 %,64.00 °C,149.10 W,5.6 %,1512 MHz,0.00 GB/s,16,298.18 W,29.10 %,9.30 %,53.00 %
2025-05-07 16:34:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.91 W,80.80 %,0.10 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,22.20 %,4,3.1 %,64.00 °C,145.04 W,5.6 %,1512 MHz,0.00 GB/s,16,295.56 W,0.00 %,31.50 %,54.00 %
2025-05-07 16:34:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.87 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.30 %,4,4.0 %,64.00 °C,136.85 W,5.6 %,1512 MHz,0.00 GB/s,16,294.42 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,99.00 %,1395 MHz,90.02 %,33.20 %,4,3.1 %,64.00 °C,148.99 W,5.6 %,1512 MHz,0.00 GB/s,16,297.62 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,100.00 %,0.09 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,99.00 %,1395 MHz,90.02 %,33.90 %,4,3.4 %,64.00 °C,134.10 W,5.6 %,1512 MHz,0.00 GB/s,16,292.64 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.94 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.60 %,4,3.1 %,64.00 °C,141.22 W,5.6 %,1512 MHz,0.00 GB/s,16,297.13 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.95 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.30 %,4,3.1 %,64.00 °C,144.65 W,5.6 %,1512 MHz,0.00 GB/s,16,298.30 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,63.50 %,0.10 GB/s,0.13 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,63.40 %,4,5.6 %,64.00 °C,149.04 W,5.6 %,1512 MHz,0.00 GB/s,16,295.39 W,25.30 %,5.70 %,53.00 %
2025-05-07 16:34:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,100.00 %,0.09 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,99.00 %,1395 MHz,90.02 %,33.20 %,4,3.4 %,64.00 °C,147.40 W,5.6 %,1512 MHz,0.00 GB/s,16,298.68 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.50 %,4,5.3 %,64.00 °C,150.06 W,5.6 %,1512 MHz,0.00 GB/s,16,303.57 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.80 %,4,6.5 %,64.00 °C,151.14 W,5.6 %,1512 MHz,0.00 GB/s,16,299.46 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.90 %,4,3.4 %,65.00 °C,153.22 W,5.6 %,1512 MHz,0.00 GB/s,16,299.37 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.95 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.30 %,4,2.4 %,64.00 °C,148.43 W,5.6 %,1512 MHz,0.00 GB/s,16,293.22 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.97 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,34.40 %,4,3.7 %,64.00 °C,148.58 W,5.6 %,1512 MHz,0.00 GB/s,16,298.01 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,83.50 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,99.00 %,1395 MHz,90.02 %,37.60 %,4,3.1 %,64.00 °C,149.15 W,5.6 %,1512 MHz,0.00 GB/s,16,301.87 W,9.60 %,15.70 %,53.00 %
2025-05-07 16:34:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,72.40 %,0.09 GB/s,0.10 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,72.60 %,4,3.9 %,65.00 °C,146.35 W,5.6 %,1512 MHz,0.00 GB/s,16,302.27 W,29.00 %,7.80 %,53.00 %
2025-05-07 16:34:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.30 %,4,4.0 %,65.00 °C,146.69 W,5.6 %,1512 MHz,0.00 GB/s,16,307.87 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,40.70 %,0.12 GB/s,0.18 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,51.90 %,4,3.7 %,65.00 °C,129.78 W,5.6 %,1512 MHz,0.00 GB/s,16,292.26 W,20.90 %,3.00 %,53.00 %
2025-05-07 16:34:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.40 %,4,3.4 %,65.00 °C,139.35 W,5.6 %,1512 MHz,0.00 GB/s,16,297.98 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.40 %,4,3.4 %,65.00 °C,133.97 W,5.6 %,1512 MHz,0.00 GB/s,16,300.44 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,34.30 %,4,3.4 %,65.00 °C,147.34 W,5.6 %,1512 MHz,0.00 GB/s,16,294.77 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,34.10 %,4,2.8 %,65.00 °C,140.35 W,5.6 %,1512 MHz,0.00 GB/s,16,298.58 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.70 %,4,3.7 %,65.00 °C,154.32 W,5.6 %,1512 MHz,0.00 GB/s,16,304.44 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,33.10 %,4,3.4 %,65.00 °C,151.60 W,5.6 %,1512 MHz,0.00 GB/s,16,293.22 W,0.00 %,50.00 %,54.00 %
2025-05-07 16:34:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,98.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,24.50 %,4,3.1 %,65.00 °C,145.33 W,5.6 %,1512 MHz,0.00 GB/s,16,295.08 W,0.00 %,34.90 %,54.00 %
2025-05-07 16:34:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,100.00 %,0.10 GB/s,0.06 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,33.60 %,4,3.1 %,65.00 °C,148.79 W,5.6 %,1512 MHz,0.00 GB/s,16,302.00 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,100.00 %,0.10 GB/s,0.05 GB/s,69.00 °C,1410 MHz,0.00 GB/s,99.00 %,1410 MHz,90.02 %,33.40 %,4,2.8 %,65.00 °C,147.17 W,5.6 %,1512 MHz,0.00 GB/s,16,302.84 W,0.00 %,50.00 %,53.00 %
2025-05-07 16:34:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,96.60 %,0.09 GB/s,0.06 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,33.90 %,4,3.1 %,65.00 °C,134.85 W,5.6 %,1512 MHz,0.00 GB/s,16,294.49 W,0.00 %,48.60 %,53.00 %
2025-05-07 16:34:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,14.70 %,0.09 GB/s,0.10 GB/s,69.00 °C,1410 MHz,0.00 GB/s,100.00 %,1410 MHz,90.02 %,18.00 %,4,3.7 %,65.00 °C,145.86 W,5.6 %,1512 MHz,0.00 GB/s,16,299.27 W,7.10 %,0.90 %,53.00 %
2025-05-07 16:34:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,84.50 %,0.08 GB/s,0.05 GB/s,69.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,47.90 %,4,3.7 %,65.00 °C,149.07 W,5.6 %,1512 MHz,0.00 GB/s,16,299.26 W,15.20 %,12.90 %,53.00 %
