timestamp,task_name,name,index,temperature.memory,utilization.memory [%],dram_usage,pcie.link.gen.current,nvlink_tx_bytes,tensor_active,dram_active,usage.memory [%],sm_active,pcie_tx_bytes,cpu_power,clocks.current.sm [MHz],cpu_usage,dram_power,power.draw [W],pcie.link.width.current,sm_occupancy,nvlink_rx_bytes,utilization.gpu [%],pcie_rx_bytes,clocks.current.graphics [MHz],temperature.gpu,clocks.current.memory [MHz]
2025-05-07 16:41:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.10 GB/s,140.44 W,1410 MHz,3.7 %,9.24 W,303.54 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.30 %,90.02 %,100.00 %,0.10 GB/s,143.28 W,1410 MHz,3.1 %,9.03 W,301.34 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.10 GB/s,153.24 W,1410 MHz,6.9 %,9.33 W,303.85 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,153.19 W,1410 MHz,4.3 %,9.12 W,302.08 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.20 %,90.02 %,100.00 %,0.10 GB/s,155.48 W,1395 MHz,4.3 %,9.14 W,292.07 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,29.70 %,90.02 %,100.00 %,0.09 GB/s,148.09 W,1410 MHz,3.1 %,9.01 W,297.52 W,16,43.40 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.09 GB/s,149.43 W,1410 MHz,3.1 %,9.12 W,303.16 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.04 GB/s,143.99 W,1410 MHz,3.7 %,9.04 W,301.02 W,16,50.00 %,0.00 GB/s,100.00 %,0.04 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.04 GB/s,148.05 W,1410 MHz,3.1 %,9.03 W,299.56 W,16,49.70 %,0.00 GB/s,100.00 %,0.03 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.09 GB/s,127.00 W,1410 MHz,3.4 %,9.11 W,304.81 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.09 GB/s,142.28 W,1395 MHz,2.5 %,9.11 W,291.38 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.09 GB/s,134.40 W,1395 MHz,5.8 %,9.29 W,291.60 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,21.50 %,53.30 %,90.02 %,56.60 %,0.10 GB/s,146.44 W,1410 MHz,3.4 %,8.99 W,303.76 W,16,5.20 %,0.00 GB/s,100.00 %,0.14 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.10 GB/s,148.69 W,1395 MHz,3.3 %,8.95 W,298.58 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.09 GB/s,146.83 W,1395 MHz,4.6 %,9.07 W,290.12 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,149.95 W,1410 MHz,4.3 %,9.08 W,289.12 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.40 %,90.02 %,100.00 %,0.10 GB/s,145.89 W,1410 MHz,4.3 %,9.08 W,304.63 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,23.80 %,90.02 %,96.80 %,0.09 GB/s,143.82 W,1410 MHz,3.1 %,8.94 W,299.67 W,16,33.80 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.09 GB/s,139.80 W,1410 MHz,3.7 %,9.14 W,305.02 W,16,50.00 %,0.00 GB/s,98.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.09 GB/s,138.43 W,1410 MHz,3.4 %,9.15 W,298.30 W,16,50.00 %,0.00 GB/s,98.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.10 GB/s,151.75 W,1410 MHz,4.6 %,9.08 W,301.49 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.10 GB/s,156.22 W,1410 MHz,5.0 %,9.02 W,304.14 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.10 GB/s,152.40 W,1395 MHz,5.0 %,9.02 W,305.81 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.10 GB/s,150.53 W,1395 MHz,3.1 %,9.03 W,305.81 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.80 %,90.02 %,100.00 %,0.09 GB/s,149.74 W,1395 MHz,3.7 %,9.05 W,291.01 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,151.02 W,1410 MHz,3.1 %,8.99 W,294.89 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,25.70 %,62.90 %,90.02 %,61.30 %,0.10 GB/s,152.45 W,1410 MHz,3.4 %,9.00 W,294.97 W,16,6.20 %,0.00 GB/s,100.00 %,0.11 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,39.40 %,96.20 %,90.02 %,100.00 %,0.07 GB/s,148.54 W,1395 MHz,4.4 %,9.10 W,299.95 W,16,11.10 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.60 %,90.02 %,100.00 %,0.10 GB/s,147.75 W,1410 MHz,3.7 %,9.07 W,296.36 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.09 GB/s,143.27 W,1395 MHz,4.0 %,8.96 W,294.99 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.09 GB/s,149.85 W,1395 MHz,5.0 %,9.22 W,303.83 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,54.00 %,5.6 %,4,0.00 GB/s,0.00 %,18.60 %,90.02 %,85.90 %,0.09 GB/s,150.29 W,1410 MHz,3.7 %,9.10 W,303.17 W,16,25.90 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.09 GB/s,149.57 W,1395 MHz,3.4 %,8.94 W,290.49 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,148.07 W,1395 MHz,5.3 %,9.31 W,296.12 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,35.30 %,90.02 %,100.00 %,0.10 GB/s,147.01 W,1395 MHz,3.4 %,9.14 W,293.52 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.09 GB/s,148.34 W,1395 MHz,3.0 %,8.92 W,295.48 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,90.02 %,100.00 %,0.10 GB/s,149.06 W,1410 MHz,3.0 %,9.08 W,303.16 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,90.02 %,100.00 %,0.10 GB/s,152.66 W,1410 MHz,3.4 %,8.92 W,300.52 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,144.56 W,1410 MHz,3.4 %,9.02 W,304.83 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.70 %,90.02 %,100.00 %,0.09 GB/s,151.15 W,1395 MHz,4.7 %,9.10 W,298.79 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.09 GB/s,150.96 W,1395 MHz,4.7 %,9.04 W,290.40 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,5.60 %,15.20 %,90.02 %,13.20 %,0.12 GB/s,148.06 W,1410 MHz,4.3 %,9.10 W,301.90 W,16,0.80 %,0.00 GB/s,99.00 %,0.13 GB/s,1410 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.09 GB/s,151.32 W,1395 MHz,3.1 %,9.03 W,297.25 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,144.28 W,1395 MHz,3.4 %,9.01 W,297.29 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.09 GB/s,147.06 W,1395 MHz,3.0 %,9.08 W,286.79 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,37.50 %,90.50 %,90.02 %,91.10 %,0.08 GB/s,142.26 W,1395 MHz,3.4 %,9.18 W,303.46 W,16,9.90 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.50 %,90.02 %,100.00 %,0.10 GB/s,144.24 W,1410 MHz,3.1 %,9.05 W,300.92 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,32.00 %,90.02 %,91.20 %,0.10 GB/s,143.17 W,1410 MHz,3.1 %,9.04 W,294.30 W,16,45.80 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.90 %,90.02 %,100.00 %,0.09 GB/s,133.64 W,1410 MHz,3.4 %,9.16 W,305.99 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,152.84 W,1410 MHz,4.0 %,8.97 W,304.23 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.09 GB/s,144.21 W,1395 MHz,3.7 %,9.07 W,303.06 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,151.02 W,1395 MHz,4.0 %,9.12 W,293.90 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,30.60 %,90.02 %,88.30 %,0.10 GB/s,149.60 W,1395 MHz,4.3 %,9.03 W,293.90 W,16,44.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,150.90 W,1395 MHz,3.7 %,9.11 W,297.61 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,152.83 W,1410 MHz,5.3 %,9.30 W,300.13 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.10 GB/s,149.25 W,1395 MHz,3.1 %,8.88 W,295.28 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.10 GB/s,157.07 W,1395 MHz,3.1 %,8.90 W,306.76 W,16,50.00 %,0.00 GB/s,99.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,150.14 W,1395 MHz,3.1 %,9.03 W,287.67 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.10 GB/s,148.58 W,1395 MHz,3.1 %,9.02 W,293.05 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,11.50 %,37.30 %,90.02 %,55.90 %,0.12 GB/s,152.45 W,1410 MHz,3.1 %,9.11 W,298.48 W,16,18.40 %,0.00 GB/s,100.00 %,0.22 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.40 %,90.02 %,100.00 %,0.09 GB/s,153.13 W,1410 MHz,4.4 %,9.00 W,305.26 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.10 GB/s,146.84 W,1410 MHz,3.7 %,8.98 W,304.06 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.40 %,90.02 %,100.00 %,0.09 GB/s,148.39 W,1395 MHz,3.4 %,8.84 W,299.67 W,16,50.00 %,0.00 GB/s,99.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,147.30 W,1395 MHz,3.1 %,8.89 W,290.50 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.30 %,90.02 %,100.00 %,0.09 GB/s,146.56 W,1395 MHz,8.0 %,9.76 W,297.32 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.00 %,90.02 %,100.00 %,0.09 GB/s,149.60 W,1395 MHz,5.0 %,9.35 W,295.67 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.60 %,90.02 %,100.00 %,0.10 GB/s,152.15 W,1395 MHz,6.2 %,9.15 W,292.16 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,25.50 %,62.90 %,90.02 %,63.10 %,0.10 GB/s,152.54 W,1395 MHz,3.7 %,9.10 W,297.52 W,16,5.70 %,0.00 GB/s,100.00 %,0.13 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,34.10 %,90.02 %,100.00 %,0.10 GB/s,148.91 W,1395 MHz,3.1 %,9.14 W,292.36 W,16,50.00 %,0.00 GB/s,100.00 %,0.06 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,53.00 %,5.6 %,4,0.00 GB/s,0.00 %,33.20 %,90.02 %,100.00 %,0.09 GB/s,143.55 W,1410 MHz,3.1 %,8.99 W,302.90 W,16,50.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,65.00 °C,1512 MHz
