timestamp,task_name,name,index,cpu_usage,cpu_power,tensor_active,utilization.memory [%],dram_active,temperature.memory,clocks.current.memory [MHz],utilization.gpu [%],clocks.current.sm [MHz],clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,power.draw [W],pcie.link.gen.current,dram_usage,nvlink_rx_bytes,usage.memory [%],pcie_tx_bytes,sm_occupancy,temperature.gpu,pcie.link.width.current,sm_active,nvlink_tx_bytes
2025-05-07 14:35:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,145.59 W,0.00 %,54.00 %,33.80 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,301.20 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,60.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,149.57 W,0.00 %,53.00 %,34.00 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.07 W,0.06 GB/s,294.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,151.79 W,0.00 %,53.00 %,33.40 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.94 W,0.06 GB/s,298.58 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,153.15 W,0.00 %,54.00 %,33.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.89 W,0.06 GB/s,300.65 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,145.88 W,10.10 %,53.00 %,38.00 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.03 W,0.05 GB/s,297.11 W,4,5.6 %,0.00 GB/s,90.02 %,0.08 GB/s,14.80 %,61.00 °C,16,81.40 %,0.00 GB/s
2025-05-07 14:35:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,144.72 W,0.00 %,53.00 %,34.20 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.96 W,0.05 GB/s,293.43 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.12 W,0.00 %,53.00 %,34.00 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.97 W,0.05 GB/s,302.10 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,146.38 W,0.00 %,53.00 %,33.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.97 W,0.06 GB/s,302.10 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,149.62 W,0.00 %,53.00 %,34.20 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.90 W,0.06 GB/s,293.94 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,140.17 W,0.00 %,54.00 %,33.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.93 W,0.05 GB/s,300.04 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,136.16 W,0.00 %,54.00 %,33.80 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.07 W,0.05 GB/s,295.87 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.6 %,147.18 W,0.00 %,53.00 %,16.30 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.15 W,0.06 GB/s,296.43 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,22.80 %,61.00 °C,16,79.30 %,0.00 GB/s
2025-05-07 14:35:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,151.88 W,14.50 %,53.00 %,35.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.00 W,0.26 GB/s,299.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.13 GB/s,2.70 %,61.00 °C,16,31.10 %,0.00 GB/s
2025-05-07 14:35:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,148.06 W,0.00 %,54.00 %,33.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.07 W,0.06 GB/s,294.87 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,146.78 W,0.00 %,54.00 %,33.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.96 W,0.05 GB/s,295.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.3 %,148.46 W,0.00 %,53.00 %,34.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.08 W,0.06 GB/s,302.29 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,148.46 W,1.90 %,53.00 %,25.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.04 W,0.19 GB/s,291.85 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,35.30 %,61.00 °C,16,73.30 %,0.00 GB/s
2025-05-07 14:35:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,144.48 W,20.80 %,53.00 %,51.90 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.14 W,0.18 GB/s,291.85 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,3.00 %,61.00 °C,16,41.10 %,0.00 GB/s
2025-05-07 14:35:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,149.95 W,0.00 %,54.00 %,34.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.12 W,0.05 GB/s,300.34 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,134.27 W,0.00 %,54.00 %,33.80 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.04 W,0.05 GB/s,301.31 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,139.64 W,32.50 %,54.00 %,79.40 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.05 W,0.07 GB/s,298.03 W,4,5.6 %,0.00 GB/s,90.02 %,0.08 GB/s,8.20 %,61.00 °C,16,76.70 %,0.00 GB/s
2025-05-07 14:35:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,140.04 W,0.00 %,54.00 %,34.70 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.92 W,0.05 GB/s,298.39 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,134.56 W,0.00 %,54.00 %,33.60 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,300.94 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,148.66 W,0.00 %,53.00 %,33.60 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.14 W,0.05 GB/s,300.94 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,151.06 W,0.00 %,53.00 %,33.90 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.24 W,0.06 GB/s,303.63 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.48 W,0.00 %,53.00 %,33.70 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,8.92 W,0.05 GB/s,296.83 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,61.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,143.86 W,0.00 %,53.00 %,33.50 %,65.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.16 W,0.05 GB/s,302.38 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,147.31 W,0.00 %,53.00 %,11.10 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.02 W,0.17 GB/s,301.31 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,20.70 %,61.00 °C,16,41.00 %,0.00 GB/s
2025-05-07 14:35:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,141.29 W,0.00 %,53.00 %,33.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.93 W,0.05 GB/s,303.12 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,126.09 W,0.00 %,53.00 %,34.50 %,65.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.17 W,0.05 GB/s,294.89 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,130.47 W,0.00 %,53.00 %,35.20 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,301.71 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,126.65 W,0.00 %,54.00 %,35.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,303.71 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,138.43 W,0.00 %,54.00 %,33.80 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.97 W,0.06 GB/s,296.45 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,142.63 W,0.00 %,53.00 %,17.20 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.96 W,0.05 GB/s,302.58 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,23.70 %,62.00 °C,16,82.00 %,0.00 GB/s
2025-05-07 14:35:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,133.63 W,0.00 %,53.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.99 W,0.05 GB/s,295.17 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,135.72 W,0.00 %,54.00 %,33.60 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.99 W,0.06 GB/s,302.06 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,127.15 W,0.00 %,54.00 %,34.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.15 W,0.05 GB/s,298.21 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.8 %,152.83 W,0.00 %,53.00 %,28.90 %,67.00 °C,1512 MHz,99.00 %,1395 MHz,1395 MHz,9.10 W,0.05 GB/s,298.58 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,42.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.8 %,149.74 W,0.00 %,53.00 %,17.50 %,67.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.00 W,0.06 GB/s,298.96 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,24.40 %,62.00 °C,16,80.20 %,0.00 GB/s
2025-05-07 14:35:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,151.31 W,0.00 %,54.00 %,27.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,298.87 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,39.90 %,62.00 °C,16,99.90 %,0.00 GB/s
2025-05-07 14:35:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,147.51 W,0.00 %,54.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.00 W,0.05 GB/s,298.97 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,138.41 W,0.00 %,53.00 %,23.40 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.02 W,0.05 GB/s,304.60 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,33.10 %,62.00 °C,16,96.50 %,0.00 GB/s
2025-05-07 14:35:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,151.10 W,0.00 %,53.00 %,34.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.95 W,0.05 GB/s,298.21 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,147.86 W,0.00 %,54.00 %,15.70 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.88 W,0.05 GB/s,301.98 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,22.50 %,62.00 °C,16,79.00 %,0.00 GB/s
2025-05-07 14:35:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,143.36 W,39.50 %,54.00 %,96.70 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.03 W,0.06 GB/s,302.30 W,4,5.6 %,0.00 GB/s,90.02 %,0.07 GB/s,11.10 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.8 %,150.72 W,25.00 %,54.00 %,62.60 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.13 W,0.12 GB/s,292.63 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,5.60 %,62.00 °C,16,62.60 %,0.00 GB/s
2025-05-07 14:35:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,148.07 W,0.00 %,53.00 %,33.40 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.90 W,0.06 GB/s,299.38 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,150.65 W,0.00 %,53.00 %,33.60 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.98 W,0.06 GB/s,302.01 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,146.92 W,0.00 %,54.00 %,33.80 %,67.00 °C,1512 MHz,100.00 %,1395 MHz,1395 MHz,8.95 W,0.05 GB/s,297.23 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.8 %,152.93 W,0.00 %,54.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.13 W,0.05 GB/s,298.70 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,152.99 W,0.00 %,53.00 %,29.10 %,67.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.02 W,0.05 GB/s,301.30 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,42.40 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,152.55 W,0.00 %,53.00 %,33.40 %,67.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.00 W,0.05 GB/s,303.45 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.6 %,153.36 W,0.00 %,53.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.29 W,0.05 GB/s,296.54 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,155.61 W,25.40 %,53.00 %,63.20 %,67.00 °C,1512 MHz,100.00 %,1395 MHz,1395 MHz,9.07 W,0.13 GB/s,296.54 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,5.30 %,62.00 °C,16,61.00 %,0.00 GB/s
2025-05-07 14:35:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,155.64 W,3.40 %,54.00 %,24.30 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.00 W,0.05 GB/s,297.70 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,17.00 %,62.00 °C,16,76.90 %,0.00 GB/s
2025-05-07 14:35:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,152.01 W,0.00 %,54.00 %,33.60 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,299.77 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,146.00 W,0.00 %,53.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.99 W,0.06 GB/s,305.51 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,151.74 W,0.00 %,53.00 %,33.60 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.11 W,0.06 GB/s,300.14 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,135.26 W,0.00 %,54.00 %,33.90 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.93 W,0.06 GB/s,297.24 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,148.68 W,0.00 %,54.00 %,34.80 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.91 W,0.06 GB/s,304.53 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,135.92 W,0.00 %,53.00 %,34.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.29 W,0.05 GB/s,299.72 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.4 %,149.53 W,0.00 %,53.00 %,35.30 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.17 W,0.06 GB/s,299.39 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,63.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,151.13 W,30.10 %,53.00 %,72.70 %,67.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.08 W,0.08 GB/s,304.62 W,4,5.6 %,0.00 GB/s,90.02 %,0.08 GB/s,7.50 %,63.00 °C,16,71.40 %,0.00 GB/s
2025-05-07 14:35:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,147.64 W,0.00 %,53.00 %,33.30 %,67.00 °C,1512 MHz,99.00 %,1395 MHz,1395 MHz,8.96 W,0.05 GB/s,305.29 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,149.44 W,0.00 %,54.00 %,34.80 %,67.00 °C,1512 MHz,100.00 %,1395 MHz,1395 MHz,8.93 W,0.06 GB/s,292.05 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,139.73 W,0.00 %,54.00 %,34.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.15 W,0.06 GB/s,305.50 W,4,5.6 %,0.00 GB/s,90.02 %,0.10 GB/s,50.00 %,62.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,146.93 W,0.00 %,53.00 %,21.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,8.85 W,0.05 GB/s,299.74 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,29.50 %,63.00 °C,16,91.70 %,0.00 GB/s
2025-05-07 14:35:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.1 %,143.93 W,0.00 %,53.00 %,33.50 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.24 W,0.05 GB/s,300.85 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,63.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:35:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,151.10 W,0.00 %,54.00 %,19.00 %,67.00 °C,1512 MHz,100.00 %,1395 MHz,1395 MHz,8.98 W,0.10 GB/s,300.35 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,31.10 %,63.00 °C,16,61.60 %,0.00 GB/s
2025-05-07 14:35:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,146.90 W,0.00 %,54.00 %,34.00 %,67.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,282.01 W,4,5.6 %,0.00 GB/s,90.02 %,0.09 GB/s,50.00 %,63.00 °C,16,100.00 %,0.00 GB/s
