timestamp,task_name,name,index,sm_active,pcie.link.width.current,dram_active,dram_power,usage.memory [%],clocks.current.memory [MHz],clocks.current.graphics [MHz],utilization.gpu [%],pcie_rx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,nvlink_tx_bytes,cpu_power,nvlink_rx_bytes,sm_occupancy,pcie_tx_bytes,temperature.memory,tensor_active,power.draw [W],dram_usage,utilization.memory [%],temperature.gpu,cpu_usage
2025-05-07 16:37:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,8.88 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,137.04 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,307.33 W,5.6 %,53.00 %,63.00 °C,3.4 %
2025-05-07 16:37:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.20 %,16,17.10 %,9.11 W,90.02 %,1512 MHz,1380 MHz,100.00 %,0.05 GB/s,1380 MHz,4,0.00 GB/s,145.56 W,0.00 GB/s,23.80 %,0.10 GB/s,67.00 °C,0.00 %,286.11 W,5.6 %,53.00 %,63.00 °C,4.3 %
2025-05-07 16:37:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.10 %,9.02 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,148.75 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,300.74 W,5.6 %,53.00 %,63.00 °C,3.1 %
2025-05-07 16:37:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,35.50 %,16,32.60 %,9.03 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.29 GB/s,1395 MHz,4,0.00 GB/s,148.86 W,0.00 GB/s,7.00 %,0.14 GB/s,67.00 °C,12.50 %,295.77 W,5.6 %,53.00 %,63.00 °C,2.5 %
2025-05-07 16:37:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,8.95 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,147.21 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,295.75 W,5.6 %,53.00 %,63.00 °C,3.4 %
2025-05-07 16:37:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.14 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,143.53 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,305.88 W,5.6 %,53.00 %,63.00 °C,5.2 %
2025-05-07 16:37:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.10 %,9.04 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,149.30 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,305.88 W,5.6 %,53.00 %,63.00 °C,3.7 %
2025-05-07 16:37:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.08 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.84 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,304.22 W,5.6 %,53.00 %,63.00 °C,3.1 %
2025-05-07 16:37:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.03 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,144.93 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,302.91 W,5.6 %,54.00 %,63.00 °C,3.1 %
2025-05-07 16:37:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.01 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.46 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,307.45 W,5.6 %,54.00 %,63.00 °C,3.4 %
2025-05-07 16:37:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,9.21 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,150.35 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,294.22 W,5.6 %,53.00 %,63.00 °C,3.0 %
2025-05-07 16:37:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.03 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,141.07 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,295.58 W,5.6 %,53.00 %,63.00 °C,4.0 %
2025-05-07 16:37:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,9.08 W,90.02 %,1512 MHz,1380 MHz,100.00 %,0.06 GB/s,1380 MHz,4,0.00 GB/s,140.01 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,291.76 W,5.6 %,53.00 %,63.00 °C,3.1 %
2025-05-07 16:37:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,95.70 %,9.23 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,136.56 W,0.00 GB/s,11.10 %,0.07 GB/s,67.00 °C,39.20 %,298.01 W,5.6 %,53.00 %,63.00 °C,2.2 %
2025-05-07 16:37:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.10 %,9.08 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.62 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,298.01 W,5.6 %,53.00 %,63.00 °C,3.4 %
2025-05-07 16:37:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,9.11 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,143.75 W,0.00 GB/s,50.00 %,0.09 GB/s,67.00 °C,0.00 %,302.69 W,5.6 %,53.00 %,64.00 °C,2.8 %
2025-05-07 16:37:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.60 %,9.18 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,141.73 W,0.00 GB/s,50.00 %,0.10 GB/s,67.00 °C,0.00 %,304.51 W,5.6 %,53.00 %,64.00 °C,4.0 %
2025-05-07 16:37:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,9.34 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,151.79 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,306.31 W,5.6 %,53.00 %,64.00 °C,5.9 %
2025-05-07 16:37:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.40 %,16,20.00 %,9.29 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.43 W,0.00 GB/s,28.20 %,0.10 GB/s,67.00 °C,0.00 %,297.81 W,5.6 %,54.00 %,64.00 °C,6.2 %
2025-05-07 16:37:27.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,8.94 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,150.60 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,302.96 W,5.6 %,54.00 %,64.00 °C,3.1 %
2025-05-07 16:37:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.07 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,151.21 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.22 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.60 %,16,81.30 %,9.13 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,152.15 W,0.00 GB/s,9.80 %,0.07 GB/s,69.00 °C,31.70 %,300.83 W,5.6 %,53.00 %,64.00 °C,1.9 %
2025-05-07 16:37:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.21 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,141.41 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.02 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,9.19 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,140.83 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,293.52 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.00 %,8.91 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,151.83 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,301.23 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.05 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,139.77 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,305.60 W,5.6 %,53.00 %,64.00 °C,2.5 %
2025-05-07 16:37:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,8.97 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,133.98 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,305.60 W,5.6 %,53.00 %,64.00 °C,3.7 %
2025-05-07 16:37:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,43.70 %,16,33.10 %,9.22 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.26 GB/s,1410 MHz,4,0.00 GB/s,147.79 W,0.00 GB/s,11.80 %,0.13 GB/s,69.00 °C,11.80 %,308.90 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.70 %,9.42 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,148.33 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.02 W,5.6 %,53.00 %,64.00 °C,6.3 %
2025-05-07 16:37:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.03 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,151.70 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,289.91 W,5.6 %,53.00 %,64.00 °C,4.6 %
2025-05-07 16:37:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,9.14 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,151.49 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,302.20 W,5.6 %,53.00 %,64.00 °C,4.7 %
2025-05-07 16:37:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.50 %,16,64.20 %,9.14 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.12 GB/s,1395 MHz,4,0.00 GB/s,148.47 W,0.00 GB/s,5.80 %,0.10 GB/s,69.00 °C,25.80 %,295.39 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,28.80 %,9.21 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,149.73 W,0.00 GB/s,42.20 %,0.09 GB/s,69.00 °C,0.00 %,295.67 W,5.6 %,53.00 %,64.00 °C,3.1 %
2025-05-07 16:37:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.90 %,16,89.40 %,9.02 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,143.38 W,0.00 GB/s,9.90 %,0.07 GB/s,69.00 °C,37.20 %,302.88 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.10 %,16,27.50 %,9.01 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,147.78 W,0.00 GB/s,39.40 %,0.10 GB/s,69.00 °C,0.00 %,296.83 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.70 %,9.03 W,90.02 %,1512 MHz,1410 MHz,99.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,141.73 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,309.08 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.50 %,9.11 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,148.83 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,294.78 W,5.6 %,53.00 %,64.00 °C,3.9 %
2025-05-07 16:37:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.00 %,9.02 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.45 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,305.22 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,8.98 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,149.93 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,304.33 W,5.6 %,54.00 %,64.00 °C,2.8 %
2025-05-07 16:37:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.60 %,9.19 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,148.94 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,301.90 W,5.6 %,54.00 %,64.00 °C,4.4 %
2025-05-07 16:37:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,9.20 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,153.81 W,0.00 GB/s,49.90 %,0.10 GB/s,69.00 °C,0.00 %,297.22 W,5.6 %,54.00 %,64.00 °C,4.3 %
2025-05-07 16:37:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,9.10 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,152.32 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,292.16 W,5.6 %,53.00 %,64.00 °C,5.0 %
2025-05-07 16:37:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.90 %,16,42.00 %,9.20 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.07 GB/s,1395 MHz,4,0.00 GB/s,151.09 W,0.00 GB/s,33.40 %,0.05 GB/s,69.00 °C,8.50 %,302.01 W,5.6 %,53.00 %,64.00 °C,4.3 %
2025-05-07 16:37:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.16 W,90.02 %,1512 MHz,1380 MHz,100.00 %,0.06 GB/s,1380 MHz,4,0.00 GB/s,146.85 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,302.01 W,5.6 %,53.00 %,64.00 °C,3.1 %
2025-05-07 16:37:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,8.97 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,148.21 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,296.53 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.03 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,148.96 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.73 W,5.6 %,53.00 %,64.00 °C,3.1 %
2025-05-07 16:37:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,52.30 %,16,57.40 %,9.09 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.14 GB/s,1395 MHz,4,0.00 GB/s,150.36 W,0.00 GB/s,4.20 %,0.10 GB/s,69.00 °C,22.70 %,302.36 W,5.6 %,53.00 %,64.00 °C,3.4 %
2025-05-07 16:37:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.30 %,16,26.30 %,9.03 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,144.77 W,0.00 GB/s,37.80 %,0.09 GB/s,69.00 °C,0.00 %,297.52 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,95.20 %,16,93.00 %,9.14 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,150.94 W,0.00 GB/s,10.50 %,0.07 GB/s,69.00 °C,38.20 %,307.63 W,5.6 %,53.00 %,64.00 °C,5.3 %
2025-05-07 16:37:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,9.08 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,146.47 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,298.59 W,5.6 %,53.00 %,65.00 °C,3.7 %
2025-05-07 16:37:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.70 %,8.89 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,152.44 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.41 W,5.6 %,53.00 %,65.00 °C,4.3 %
2025-05-07 16:37:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.50 %,8.90 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,152.17 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,301.72 W,5.6 %,53.00 %,65.00 °C,2.5 %
2025-05-07 16:37:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,95.20 %,16,30.70 %,9.00 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.10 GB/s,1395 MHz,4,0.00 GB/s,128.25 W,0.00 GB/s,47.80 %,0.10 GB/s,69.00 °C,0.00 %,301.72 W,5.6 %,53.00 %,65.00 °C,5.5 %
2025-05-07 16:37:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.20 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,147.41 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,300.72 W,5.6 %,53.00 %,65.00 °C,5.2 %
2025-05-07 16:37:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,30.00 %,9.13 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,148.89 W,0.00 GB/s,44.20 %,0.10 GB/s,69.00 °C,0.00 %,287.49 W,5.6 %,53.00 %,65.00 °C,4.3 %
2025-05-07 16:37:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,9.12 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,147.84 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,298.58 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,9.11 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,150.02 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.61 W,5.6 %,53.00 %,65.00 °C,4.3 %
2025-05-07 16:37:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.00 %,8.98 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,149.41 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,299.86 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.30 %,9.07 W,90.02 %,1512 MHz,1395 MHz,99.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,146.87 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,297.90 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.20 %,8.97 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,144.77 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,296.74 W,5.6 %,53.00 %,65.00 °C,3.7 %
2025-05-07 16:37:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.01 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,147.13 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,299.67 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.60 %,8.99 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,147.24 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,301.69 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,8.97 W,90.02 %,1512 MHz,1410 MHz,100.00 %,0.06 GB/s,1410 MHz,4,0.00 GB/s,148.52 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,306.31 W,5.6 %,53.00 %,65.00 °C,3.4 %
2025-05-07 16:37:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,8.94 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,150.93 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,299.94 W,5.6 %,53.00 %,65.00 °C,2.8 %
2025-05-07 16:37:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,34.20 %,9.10 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,145.09 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,299.15 W,5.6 %,53.00 %,65.00 °C,3.1 %
2025-05-07 16:37:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.03 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,148.80 W,0.00 GB/s,50.00 %,0.10 GB/s,69.00 °C,0.00 %,288.65 W,5.6 %,53.00 %,65.00 °C,5.9 %
2025-05-07 16:37:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.40 %,9.11 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,153.78 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,300.75 W,5.6 %,53.00 %,65.00 °C,4.0 %
2025-05-07 16:37:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.90 %,9.25 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,144.25 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,302.76 W,5.6 %,53.00 %,65.00 °C,3.9 %
2025-05-07 16:37:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,94.60 %,8.95 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.05 GB/s,1395 MHz,4,0.00 GB/s,149.57 W,0.00 GB/s,11.10 %,0.07 GB/s,69.00 °C,38.80 %,298.09 W,5.6 %,53.00 %,65.00 °C,3.1 %
2025-05-07 16:37:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,33.80 %,9.23 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.06 GB/s,1395 MHz,4,0.00 GB/s,138.55 W,0.00 GB/s,50.00 %,0.09 GB/s,69.00 °C,0.00 %,301.99 W,5.6 %,53.00 %,65.00 °C,3.4 %
