timestamp,task_name,name,index,temperature.memory,nvlink_tx_bytes,nvlink_rx_bytes,usage.memory [%],tensor_active,sm_occupancy,power.draw [W],utilization.memory [%],dram_active,dram_usage,clocks.current.graphics [MHz],cpu_usage,cpu_power,pcie.link.gen.current,pcie_rx_bytes,clocks.current.memory [MHz],dram_power,clocks.current.sm [MHz],temperature.gpu,pcie_tx_bytes,pcie.link.width.current,sm_active,utilization.gpu [%]
2025-05-07 16:35:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,21.80 %,5.20 %,305.61 W,54.00 %,53.80 %,5.6 %,1395 MHz,3.1 %,150.25 W,4,0.13 GB/s,1512 MHz,9.04 W,1395 MHz,63.00 °C,0.10 GB/s,16,55.80 %,100.00 %
2025-05-07 16:35:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,25.30 %,5.90 %,291.64 W,54.00 %,60.90 %,5.6 %,1395 MHz,3.1 %,148.63 W,4,0.12 GB/s,1512 MHz,8.91 W,1395 MHz,63.00 °C,0.10 GB/s,16,57.90 %,100.00 %
2025-05-07 16:35:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.70 W,53.00 %,33.90 %,5.6 %,1410 MHz,4.6 %,137.71 W,4,0.05 GB/s,1512 MHz,9.29 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,304.35 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.4 %,148.33 W,4,0.06 GB/s,1512 MHz,9.29 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.66 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.7 %,146.06 W,4,0.06 GB/s,1512 MHz,9.03 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,299.58 W,53.00 %,33.40 %,5.6 %,1410 MHz,3.1 %,140.82 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,297.13 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.1 %,150.29 W,4,0.06 GB/s,1512 MHz,9.24 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,25.60 %,5.60 %,303.74 W,53.00 %,63.70 %,5.6 %,1395 MHz,3.4 %,143.66 W,4,0.12 GB/s,1512 MHz,9.05 W,1395 MHz,63.00 °C,0.10 GB/s,16,63.20 %,100.00 %
2025-05-07 16:35:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,289.01 W,53.00 %,33.40 %,5.6 %,1410 MHz,3.4 %,153.66 W,4,0.06 GB/s,1512 MHz,8.83 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,298.58 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.4 %,149.78 W,4,0.06 GB/s,1512 MHz,9.05 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,11.80 %,17.10 %,295.09 W,53.00 %,36.90 %,5.6 %,1395 MHz,6.2 %,132.75 W,4,0.23 GB/s,1512 MHz,9.36 W,1395 MHz,63.00 °C,0.12 GB/s,16,53.90 %,100.00 %
2025-05-07 16:35:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,295.09 W,53.00 %,33.50 %,5.6 %,1395 MHz,4.0 %,149.46 W,4,0.05 GB/s,1512 MHz,9.09 W,1395 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,290.14 W,53.00 %,33.40 %,5.6 %,1410 MHz,2.2 %,130.04 W,4,0.06 GB/s,1512 MHz,9.13 W,1410 MHz,63.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,287.68 W,53.00 %,33.40 %,5.6 %,1410 MHz,3.4 %,142.87 W,4,0.05 GB/s,1512 MHz,9.06 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,41.00 %,301.32 W,53.00 %,28.20 %,5.6 %,1410 MHz,3.1 %,145.15 W,4,0.05 GB/s,1512 MHz,9.00 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.28 W,53.00 %,33.70 %,5.6 %,1410 MHz,6.1 %,136.85 W,4,0.06 GB/s,1512 MHz,9.35 W,1410 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,20.70 %,2.50 %,298.30 W,53.00 %,51.50 %,5.6 %,1410 MHz,3.7 %,148.81 W,4,0.17 GB/s,1512 MHz,9.09 W,1410 MHz,63.00 °C,0.11 GB/s,16,40.50 %,100.00 %
2025-05-07 16:35:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,9.80 %,16.10 %,301.68 W,54.00 %,38.00 %,5.6 %,1410 MHz,3.1 %,142.81 W,4,0.05 GB/s,1512 MHz,9.01 W,1410 MHz,64.00 °C,0.09 GB/s,16,84.70 %,99.00 %
2025-05-07 16:35:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,23.60 %,5.30 %,305.32 W,54.00 %,56.80 %,5.6 %,1410 MHz,3.1 %,140.49 W,4,0.13 GB/s,1512 MHz,9.16 W,1410 MHz,63.00 °C,0.10 GB/s,16,55.20 %,99.00 %
2025-05-07 16:35:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.20 W,53.00 %,33.70 %,5.6 %,1395 MHz,3.1 %,153.23 W,4,0.06 GB/s,1512 MHz,9.02 W,1395 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,291.29 W,53.00 %,33.30 %,5.6 %,1395 MHz,4.0 %,152.25 W,4,0.05 GB/s,1512 MHz,9.10 W,1395 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,33.60 %,304.35 W,53.00 %,23.60 %,5.6 %,1410 MHz,3.4 %,145.84 W,4,0.06 GB/s,1512 MHz,9.05 W,1410 MHz,63.00 °C,0.10 GB/s,16,77.90 %,100.00 %
2025-05-07 16:35:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,293.92 W,53.00 %,34.10 %,5.6 %,1395 MHz,4.6 %,153.28 W,4,0.06 GB/s,1512 MHz,9.15 W,1395 MHz,63.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,304.33 W,53.00 %,33.40 %,5.6 %,1410 MHz,3.1 %,139.34 W,4,0.06 GB/s,1512 MHz,9.11 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.80 W,53.00 %,33.70 %,5.6 %,1410 MHz,3.4 %,144.51 W,4,0.05 GB/s,1512 MHz,8.87 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.24 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.4 %,140.44 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,300.73 W,53.00 %,33.80 %,5.6 %,1410 MHz,3.1 %,152.82 W,4,0.05 GB/s,1512 MHz,9.00 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,306.76 W,53.00 %,33.20 %,5.6 %,1410 MHz,4.0 %,147.83 W,4,0.06 GB/s,1512 MHz,9.08 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,46.90 %,306.76 W,54.00 %,29.90 %,5.6 %,1395 MHz,4.6 %,148.26 W,4,0.11 GB/s,1512 MHz,8.96 W,1395 MHz,64.00 °C,0.11 GB/s,16,93.30 %,99.00 %
2025-05-07 16:35:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.36 W,54.00 %,33.30 %,5.6 %,1395 MHz,4.3 %,149.74 W,4,0.05 GB/s,1512 MHz,8.95 W,1395 MHz,64.00 °C,0.10 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,292.74 W,53.00 %,33.50 %,5.6 %,1395 MHz,3.4 %,149.08 W,4,0.06 GB/s,1512 MHz,8.93 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,292.63 W,53.00 %,33.90 %,5.6 %,1395 MHz,2.2 %,147.47 W,4,0.06 GB/s,1512 MHz,9.01 W,1395 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,294.82 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.4 %,142.31 W,4,0.06 GB/s,1512 MHz,8.92 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.64 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.1 %,140.58 W,4,0.06 GB/s,1512 MHz,8.93 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.23 W,53.00 %,33.40 %,5.6 %,1410 MHz,3.1 %,148.38 W,4,0.05 GB/s,1512 MHz,9.14 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.23 W,53.00 %,33.90 %,5.6 %,1395 MHz,2.8 %,143.82 W,4,0.05 GB/s,1512 MHz,9.01 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,300.07 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.1 %,147.76 W,4,0.06 GB/s,1512 MHz,8.79 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,287.40 W,53.00 %,33.50 %,5.6 %,1410 MHz,2.8 %,150.22 W,4,0.05 GB/s,1512 MHz,8.94 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,34.30 %,306.00 W,53.00 %,24.00 %,5.6 %,1395 MHz,3.1 %,150.88 W,4,0.06 GB/s,1512 MHz,8.98 W,1395 MHz,64.00 °C,0.10 GB/s,16,80.20 %,99.00 %
2025-05-07 16:35:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,18.50 %,2.70 %,306.57 W,53.00 %,45.30 %,5.6 %,1395 MHz,3.1 %,149.72 W,4,0.22 GB/s,1512 MHz,8.98 W,1395 MHz,64.00 °C,0.12 GB/s,16,36.60 %,99.00 %
2025-05-07 16:35:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,292.45 W,53.00 %,33.60 %,5.6 %,1395 MHz,7.9 %,153.45 W,4,0.06 GB/s,1512 MHz,9.16 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,296.36 W,53.00 %,33.60 %,5.6 %,1395 MHz,4.0 %,151.05 W,4,0.06 GB/s,1512 MHz,9.07 W,1395 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,299.48 W,53.00 %,34.00 %,5.6 %,1395 MHz,4.0 %,139.69 W,4,0.05 GB/s,1512 MHz,9.22 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,293.32 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.1 %,149.97 W,4,0.06 GB/s,1512 MHz,9.03 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.79 W,53.00 %,33.90 %,5.6 %,1410 MHz,3.1 %,147.42 W,4,0.05 GB/s,1512 MHz,9.05 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.70 W,53.00 %,33.60 %,5.6 %,1410 MHz,3.7 %,147.80 W,4,0.06 GB/s,1512 MHz,9.09 W,1410 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.33 W,53.00 %,33.40 %,5.6 %,1395 MHz,3.7 %,151.56 W,4,0.05 GB/s,1512 MHz,9.04 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,305.98 W,53.00 %,34.40 %,5.6 %,1410 MHz,3.7 %,149.79 W,4,0.05 GB/s,1512 MHz,8.84 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,297.92 W,53.00 %,33.60 %,5.6 %,1395 MHz,3.4 %,151.08 W,4,0.06 GB/s,1512 MHz,8.94 W,1395 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,293.25 W,53.00 %,33.60 %,5.6 %,1395 MHz,3.4 %,143.16 W,4,0.06 GB/s,1512 MHz,9.03 W,1395 MHz,64.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,12.10 %,6.70 %,296.43 W,53.00 %,31.50 %,5.6 %,1395 MHz,3.4 %,146.67 W,4,0.28 GB/s,1512 MHz,8.98 W,1395 MHz,64.00 °C,0.14 GB/s,16,34.70 %,99.00 %
2025-05-07 16:35:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,47.60 %,297.43 W,53.00 %,32.10 %,5.6 %,1395 MHz,3.4 %,148.66 W,4,0.06 GB/s,1512 MHz,9.07 W,1395 MHz,64.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,301.68 W,53.00 %,33.70 %,5.6 %,1410 MHz,4.9 %,141.87 W,4,0.06 GB/s,1512 MHz,9.13 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.02 W,53.00 %,34.30 %,5.6 %,1410 MHz,4.6 %,149.90 W,4,0.05 GB/s,1512 MHz,9.14 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,46.50 %,306.86 W,53.00 %,31.50 %,5.6 %,1395 MHz,3.4 %,146.79 W,4,0.05 GB/s,1512 MHz,8.97 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.95 W,54.00 %,33.80 %,5.6 %,1410 MHz,4.0 %,148.42 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,64.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,294.50 W,54.00 %,33.80 %,5.6 %,1395 MHz,3.4 %,148.84 W,4,0.05 GB/s,1512 MHz,9.09 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,39.00 %,11.10 %,302.18 W,53.00 %,95.10 %,5.6 %,1410 MHz,3.4 %,145.11 W,4,0.06 GB/s,1512 MHz,9.07 W,1410 MHz,65.00 °C,0.07 GB/s,16,99.60 %,100.00 %
2025-05-07 16:35:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.18 W,53.00 %,33.20 %,5.6 %,1395 MHz,3.0 %,150.98 W,4,0.06 GB/s,1512 MHz,9.16 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,299.86 W,53.00 %,33.40 %,5.6 %,1395 MHz,3.4 %,139.56 W,4,0.06 GB/s,1512 MHz,9.14 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,296.05 W,53.00 %,33.40 %,5.6 %,1395 MHz,3.1 %,152.90 W,4,0.05 GB/s,1512 MHz,9.20 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,293.23 W,53.00 %,33.70 %,5.6 %,1410 MHz,5.0 %,153.42 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.05 W,53.00 %,34.70 %,5.6 %,1410 MHz,6.0 %,150.86 W,4,0.06 GB/s,1512 MHz,9.36 W,1410 MHz,65.00 °C,0.10 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,308.44 W,53.00 %,33.50 %,5.6 %,1410 MHz,7.1 %,153.70 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,65.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,302.28 W,53.00 %,33.80 %,5.6 %,1410 MHz,3.7 %,150.75 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,65.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.26 W,53.00 %,33.60 %,5.6 %,1395 MHz,5.0 %,152.84 W,4,0.05 GB/s,1512 MHz,9.28 W,1395 MHz,65.00 °C,0.09 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,293.74 W,53.00 %,33.60 %,5.6 %,1395 MHz,4.0 %,151.63 W,4,0.06 GB/s,1512 MHz,9.24 W,1395 MHz,65.00 °C,0.10 GB/s,16,100.00 %,99.00 %
2025-05-07 16:35:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,22.40 %,5.60 %,298.30 W,53.00 %,56.60 %,5.6 %,1395 MHz,3.7 %,145.81 W,4,0.14 GB/s,1512 MHz,9.28 W,1395 MHz,65.00 °C,0.11 GB/s,16,60.70 %,100.00 %
2025-05-07 16:35:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,50.00 %,303.55 W,53.00 %,33.50 %,5.6 %,1410 MHz,3.1 %,151.14 W,4,0.05 GB/s,1512 MHz,9.00 W,1410 MHz,65.00 °C,0.09 GB/s,16,100.00 %,100.00 %
2025-05-07 16:35:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,39.40 %,11.10 %,304.11 W,53.00 %,95.90 %,5.6 %,1395 MHz,3.1 %,142.77 W,4,0.05 GB/s,1512 MHz,9.05 W,1395 MHz,65.00 °C,0.06 GB/s,16,100.00 %,100.00 %
